region,n_pix,F090W,F115W,F150W,F182M,F200W,F210M,F277W,F335M,F356W,F410M,F430M,F444W,F460M,F480M,F090W_err,F115W_err,F150W_err,F182M_err,F200W_err,F210M_err,F277W_err,F335M_err,F356W_err,F410M_err,F430M_err,F444W_err,F460M_err,F480M_err,F090W_n_eff,F115W_n_eff,F150W_n_eff,F182M_n_eff,F200W_n_eff,F210M_n_eff,F277W_n_eff,F335M_n_eff,F356W_n_eff,F410M_n_eff,F430M_n_eff,F444W_n_eff,F460M_n_eff,F480M_n_eff
11,33,2.3743923841401756e-7,3.864067685368836e-7,5.868775605832752e-7,7.77637267066114e-7,8.288393342030278e-7,9.352159773757334e-7,1.138556423139635e-6,1.349279889993546e-6,1.3604378246809689e-6,1.2966553520741315e-6,1.2133550357299096e-6,1.1740802812239253e-6,1.0909372066950258e-6,1.0169311236826203e-6,4.872773731808379e-8,6.216162550455736e-8,7.660793435299475e-8,8.818374380043716e-8,9.104061369537376e-8,9.670656530844913e-8,1.0670315942555943e-7,1.1615850765198157e-7,1.1663780796469766e-7,1.1387077553411725e-7,1.1015239605791195e-7,1.0835498517483749e-7,1.0444793950552714e-7,1.0084300291456123e-7,33,33,33,33,33,33,33,33,33,33,33,33,33,33
12,39,1.0626964688869508e-7,1.6789790973866993e-7,2.7448848665863983e-7,3.835300999983357e-7,4.29135422718369e-7,5.010244959740646e-7,7.628360080865251e-7,1.0184813356672892e-6,1.047925307783786e-6,1.1219131946860522e-6,1.0380483699145987e-6,1.0535542822120508e-6,1.047565135978984e-6,9.778260040496021e-7,3.259902558186289e-8,4.097534743460632e-8,5.2391648824849926e-8,6.192980703977172e-8,6.550842867283331e-8,7.07830838529987e-8,8.734048363081837e-8,1.0091983628936827e-7,1.0236822298857131e-7,1.0592040382693281e-7,1.0188465880173515e-7,1.0264279235348436e-7,1.0235062950363245e-7,9.888508502547804e-8,39,39,39,39,39,39,39,39,39,39,39,39,39,39
13,37,1.0340016305634635e-7,1.6649705544111896e-7,2.795345640148346e-7,3.939505541255717e-7,4.536545586464275e-7,5.365603601734645e-7,8.697005474111966e-7,1.153982267326587e-6,1.2191338824748782e-6,1.3151579617861594e-6,1.2510246991223568e-6,1.2388878845369566e-6,1.23468519678833e-6,1.153081984439802e-6,3.2155895735672854e-8,4.080405071082024e-8,5.2871028362878913e-08,6.276548049091727e-8,6.735388323225525e-8,7.325028055737838e-8,9.325773680565042e-8,1.0742356665679031e-7,1.1041439591261993e-7,1.1468033666615038e-7,1.1184921542515874e-7,1.1130534059679962e-7,1.1111638928566435e-7,1.0738165506453149e-7,37,37,37,37,37,37,37,37,37,37,37,37,37,37
14,23,4.6429317893374156e-8,7.7756810488054e-8,1.441530168079857e-7,2.4310573816989274e-7,2.857436955072365e-7,3.5358548761667293e-7,6.0725097658731e-7,8.890108323279647e-7,9.27734899527385e-7,1.0145013141678488e-6,9.402198457928705e-7,9.505966973429317e-7,9.458941173716e-7,8.844464898129688e-7,2.154746339905794e-8,2.788490819207659e-8,3.79674883035454e-8,4.9305754042494147e-8,5.345499934592054e-8,5.9463054716073314e-8,7.792630984380757e-8,9.428737096387643e-8,9.63189960250513e-8,1.007224559950684e-7,9.696493416657749e-8,9.749854857088548e-8,9.725708803843553e-8,9.404501527529085e-8,23,23,23,23,23,23,23,23,23,23,23,23,23,23
15,20,3.5041693376398885e-8,6.20977982903813e-8,1.2060799658385052e-7,2.1927312194151513e-7,2.6925449727369123e-7,3.376943874095199e-7,6.288602136897475e-7,9.418218325336333e-7,9.877805327116565e-7,1.0808291910817914e-6,1.0108149193589676e-6,1.0260058497158461e-6,1.0185825203702684e-6,9.459152030024211e-7,1.8719426640898725e-8,2.4919429827020782e-8,3.4728662022002876e-8,4.6826608028076846e-8,5.188973860732883e-8,5.8111477989250963e-8,7.930070703907674e-8,9.70475055080569e-8,9.938714870201562e-8,1.0396293527415389e-7,1.0053929178977578e-7,1.0129194685244461e-7,1.0092484928749057e-7,9.725817204751595e-8,20,20,20,20,20,20,20,20,20,20,20,20,20,20
16,12,1.7246394605737448e-8,3.169598505166561e-8,6.852980375476962e-8,1.3741979360173484e-7,1.7611134408724745e-7,2.2483129976613903e-7,4.360660838627065e-7,6.704713248342755e-7,6.956605386003763e-7,7.766462563545775e-7,7.418522881596607e-7,7.378802107879301e-7,7.433017443766836e-7,6.888026189048185e-7,1.31325529146992e-8,1.7803366269238414e-8,2.6178197752093174e-8,3.7070175829328734e-8,4.196562213136455e-8,4.741637900200089e-8,6.603529994349284e-8,8.188231340370614e-8,8.340626706671246e-8,8.812753578505287e-8,8.613084744501594e-8,8.589995406214895e-8,8.621494907361969e-8,8.299413346163803e-8,12,12,12,12,12,12,12,12,12,12,12,12,12,12
17,6,7.137421295086018e-9,1.3435882777238513e-8,3.016466051381232e-8,6.861347973389587e-8,8.930814623851862e-8,1.1863653302137437e-7,2.396192312204691e-7,3.868157815873467e-7,3.97177724832116e-7,4.446182298590704e-7,4.2236361026009406e-7,4.1835105895298937e-7,4.197744560175293e-7,3.85664930337825e-7,8.448326044303698e-9,1.1591325539919287e-8,1.736797642611606e-8,2.6194174874176865e-8,2.988446858127456e-8,3.444365442594243e-8,4.8950917378581286e-8,6.21945159630129e-8,6.302203779886176e-8,6.667969929889235e-8,6.498950763470163e-8,6.468006330802324e-8,6.479000355128323e-8,6.210192672838944e-8,6,6,6,6,6,6,6,6,6,6,6,6,6,6
18,131,5.226011344770019e-7,7.762012341550272e-7,1.0574393561378411e-6,1.3884716129146548e-6,1.3855116152617425e-6,1.544945965989572e-6,1.6764713573229077e-6,1.949108257267001e-6,1.844604700776206e-6,1.664338411669804e-6,1.5293285375740838e-6,1.5027149683077136e-6,1.3672860294510648e-6,1.2874765813274837e-6,7.229115675357547e-8,8.81022834071301e-8,1.0283187035826204e-7,1.1783342534759205e-7,1.1770775740203966e-7,1.2429585536089175e-7,1.2947862207032123e-7,1.3961046727473558e-7,1.3581622512705195e-7,1.2900924043144365e-7,1.2366602353007409e-7,1.225852751478624e-7,1.1693100655733127e-7,1.1346702522440094e-7,131,131,131,131,131,131,131,131,131,131,131,131,131,131
19,17,2.48745597001517e-7,3.7635015964699897e-7,5.157606768580369e-7,6.819651079122792e-7,6.830231213473335e-7,7.553006911163803e-7,7.787629628087082e-7,8.789200997022766e-7,7.979977059100339e-7,6.808670019941263e-7,5.876344013253488e-7,5.953602290040042e-7,5.544543290032074e-7,5.025669646233277e-7,4.987440195145371e-8,6.134738459355859e-8,7.181647978410227e-8,8.258117872204774e-8,8.264521288903147e-8,8.690803709188123e-8,8.82475474338357e-8,9.375073864787822e-8,8.933071733228353e-8,8.251466548402935e-8,7.665731545817064e-8,7.715958974774323e-8,7.446169008310295e-8,7.089195755678692e-8,17,17,17,17,17,17,17,17,17,17,17,17,17,17
20,7,1.639948081884856e-7,2.6850762127660185e-7,3.3513987300693544e-7,4.5488717076383496e-7,4.5487561699701367e-7,4.892602920284685e-7,4.5060411452180683e-7,4.635437345422946e-7,4.153142213717612e-7,3.2510637282149866e-7,2.652992582208164e-7,2.78050816051778e-7,2.576133036559788e-7,2.392287182769349e-7,4.049627244432327e-8,5.181772103022303e-8,5.789126644036521e-8,6.744532383819021e-8,6.744446730436928e-8,6.994714376073326e-8,6.712705226075452e-8,6.808404618868466e-8,6.44448773271981e-8,5.701810000530521e-8,5.150720903143719e-8,5.273052399244464e-8,5.075562073859198e-8,4.8911012898623856e-8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
21,396,1.6324957886859269e-6,2.241634382973383e-6,2.5817889127846524e-6,3.254199727253491e-6,3.165619798378716e-6,3.404186328731189e-6,3.7674735588516835e-6,3.7293678081584654e-6,3.4711275300817732e-6,2.8576232189251854e-6,2.4269430905828652e-6,2.5587066969628765e-6,2.3700508001705317e-6,2.3449089518551697e-6,1.2776915859024536e-7,1.497208864178069e-7,1.606794608151475e-7,1.8039400564468576e-7,1.779218873095358e-7,1.8450437200053524e-7,1.940998083165381e-7,1.931157116383456e-7,1.8630962213696246e-7,1.6904505964165842e-7,1.5578649140997e-7,1.5995957917433004e-7,1.5394969308740215e-7,1.53130955454969e-7,396,396,396,396,396,396,396,396,396,396,396,396,396,396
22,9,9.666782975705202e-8,1.5165517092374393e-7,2.2434867383263778e-7,3.2046765091351954e-7,3.300300359943038e-7,3.783410239476156e-7,4.056902599565951e-7,5.055023575167224e-7,4.536992645577974e-7,4.1034438135422046e-7,3.5771632434734186e-7,3.666324806409754e-7,3.2155430318403454e-7,2.9723346473100885e-7,3.109145055430062e-8,3.894292887338392e-8,4.736545933828128e-8,5.66098622956742e-8,5.74482407036372e-8,6.15094321179781e-8,6.369381916297649e-8,7.109868898346315e-8,6.735720188352523e-8,6.40581283955612e-8,5.980939093046693e-8,6.05501841979837e-8,5.670575836579866e-8,5.4519121850137034e-8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
23,4,5.997925400273259e-8,9.780376433622051e-8,1.574892878409392e-7,2.4754625794894095e-7,2.593717574823275e-7,2.9767271038891875e-7,2.9522588728153304e-7,3.8725008961024026e-7,3.3649326321773855e-7,3.00974707580373e-7,2.6211229799306013e-7,2.6272626398601106e-7,2.3090671060953324e-7,2.1200339792772965e-7,2.4490662302749714e-8,3.1273593387428395e-8,3.9684920037835435e-8,4.975402073691542e-8,5.0928553629798635e-8,5.455939061141709e-8,5.433469308660287e-8,6.222942146687852e-8,5.800803937539508e-8,5.486116181602181e-8,5.1196904007279594e-8,5.125683017764668e-8,4.805275336643399e-8,4.604382672277899e-8,4,4,4,4,4,4,4,4,4,4,4,4,4,4
24,8,6.870724022362094e-8,1.2486966490436562e-7,2.014713215774275e-7,3.1109145878812245e-7,3.204150462049329e-7,3.7853412388443746e-7,4.451738548001153e-7,5.794671630359559e-7,5.656602858944732e-7,5.184261512280622e-7,5.009146022421777e-7,4.7233230110823533e-7,4.2696667191622263e-7,4.054733538420278e-7,2.621206596657748e-8,3.5336902086114686e-8,4.488555687272104e-8,5.577557339804966e-8,5.660521585551396e-8,6.152512689011194e-8,6.672135001632651e-8,7.612274055996382e-8,7.521039063151269e-8,7.200181603460167e-8,7.077532071578184e-8,6.872643604234366e-8,6.534268680703469e-8,6.367678963657228e-8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
25,3,3.211965680444956e-8,5.653267741645584e-8,9.126117468658865e-8,1.3164480687578746e-7,1.40381484046729e-7,1.5432070257119047e-7,1.9054358006091281e-07,2.274577713170528e-7,2.1371428967835954e-7,1.9904365540696792e-7,1.6788753511133934e-7,1.8209372044160212e-7,1.5102833749202124e-7,1.405102062355343e-7,1.792195770680468e-8,2.377660140063248e-8,3.020946452464669e-8,3.6282889476416774e-8,3.7467517137745997e-08,3.928367378074389e-8,4.36512978112808e-8,4.769253309660254e-8,4.622924287486867e-8,4.4614308848952023e-8,4.09740814553956e-8,4.267244080687231e-8,3.886236450500937e-8,3.748469103988111e-8,3,3,3,3,3,3,3,3,3,3,3,3,3,3
26,2,5.3236625193486696e-8,8.969108342982117e-8,1.4769518852184757e-7,2.1658771515142022e-7,2.3046291351443224e-7,2.5448412895558465e-7,2.610050582853839e-7,3.16186027526601e-7,2.8649283409021486e-7,2.4894909858645965e-7,2.2164166450542521e-7,2.133766460416539e-7,1.8243569374182212e-7,1.6260688781886937e-7,2.307306334093648e-8,2.994846964868508e-8,3.843113171919968e-8,4.653898528668413e-8,4.8006553043770203e-8,5.044641998750602e-8,5.1088654149956216e-8,5.6230421261680135e-8,5.352502537040173e-8,4.9894799186534426e-8,4.707883436380145e-8,4.6192710035421597e-8,4.271249158522856e-8,4.0324544364303655e-8,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27,4,7.377140640489824e-8,1.2336391924909417e-7,2.1151117322768083e-7,3.4917465205325824e-7,3.625545787351168e-7,4.2101667398248394e-7,4.5451923363856606e-7,5.697151660039431e-7,5.237099837521584e-7,4.7133429521094857e-7,4.1693711276820905e-7,4.116054915900998e-7,3.5242245671315885e-7,3.204487466608698e-7,2.7160892180651623e-8,3.512320020287078e-8,4.5990343902571644e-8,5.909100202681101e-8,6.021250524061566e-8,6.488579767425873e-8,6.741804162377947e-8,7.547947840333444e-8,7.236780940115284e-8,6.865379051523293e-8,6.457066770354857e-8,6.415648771481337e-8,5.936517975321551e-8,5.660819257500365e-8,4,4,4,4,4,4,4,4,4,4,4,4,4,4
28,3,3.2073171137833076e-8,5.7546494006216874e-8,1.0211686849307507e-7,1.8621101855341478e-7,1.8536471842821147e-7,2.3575241087440814e-7,2.3031832694488294e-7,3.5223371502722655e-7,3.020424365801547e-7,2.771452235999425e-7,2.5203489301643766e-7,2.4828857420169064e-7,2.2430295942384372e-7,2.1793736932686442e-7,1.7908984096769163e-8,2.3988850328062176e-8,3.1955730079764264e-8,4.315217474860506e-8,4.305400311564669e-8,4.855434181145988e-8,4.7991491636005955e-8,5.9349280958342415e-8,5.495838758371234e-8,5.2644584108903594e-8,5.020307689937317e-8,4.9828563515486847e-8,4.7360633380883296e-8,4.668376262972646e-8,3,3,3,3,3,3,3,3,3,3,3,3,3,3
29,2,5.309950826812364e-8,9.802384373002505e-8,1.7514866345018067e-7,2.935368059682392e-7,2.969360445666338e-7,3.522669027640166e-7,3.185056590084977e-7,4.0267034520241496e-7,3.6041273107730493e-7,3.1090992921646544e-7,2.7679780958027144e-7,2.6865467066039534e-7,2.310573196150861e-7,2.0999630925457248e-7,2.3043330546629678e-8,3.130875975346597e-8,4.1850766235539905e-8,5.417903708707264e-8,5.4491838339941675e-8,5.9352076860377566e-8,5.643630560273215e-8,6.345631136478191e-8,6.00343844040484e-8,5.5759297809106725e-8,5.261157758329163e-8,5.1831908189878106e-8,4.806842202684483e-8,4.582535425444876e-8,2,2,2,2,2,2,2,2,2,2,2,2,2,2
30,4,7.782158851591283e-8,1.4970021963185516e-7,2.648799896196193e-7,4.1644833564165255e-7,4.526796436178384e-7,5.208928298785967e-7,5.87086238837727e-7,7.06856307944782e-7,6.742436599456852e-7,5.909583663681067e-7,5.636766623990917e-7,5.053785896133452e-7,4.524824523659531e-7,4.1034852979343464e-7,2.7896521022506163e-8,3.8691112627043325e-8,5.146649294634512e-8,6.453280837230413e-8,6.728147171531241e-8,7.217290557256212e-8,7.66215530277041e-8,8.407474697819685e-8,8.211234133464258e-8,7.687381650263676e-8,7.507840317954903e-8,7.108998449945992e-8,6.726681591735654e-8,6.405845219746061e-8,4,4,4,4,4,4,4,4,4,4,4,4,4,4
31,3,3.846934080377983e-8,7.180607319455933e-8,1.1479011775043237e-7,1.6941036702367241e-7,1.8343509675242665e-7,2.0291565896310247e-7,2.5564114571026e-7,2.874152660505038e-7,3.1341483116976944e-7,2.781797123091666e-7,2.788636875230538e-7,2.528769397766934e-7,2.2664125443145327e-7,2.0816351414587469e-7,1.9613602627712187e-8,2.679665523802538e-8,3.388069033393983e-8,4.1159490645982546e-8,4.282932368744884e-8,4.504616065361203e-8,5.0560967723161715e-8,5.3611124410005043e-8,5.598346462749241e-8,5.274274474362958e-8,5.280754562778446e-8,5.0286871027803414e-8,4.7606853963631466e-8,4.5624939906357656e-8,3,3,3,3,3,3,3,3,3,3,3,3,3,3
32,1,2.235723495415912e-8,4.124568462326961e-8,6.253666400995604e-8,8.099093437503236e-8,9.243029594732343e-8,9.621166229725153e-8,1.344430637386011e-7,1.458110523280285e-7,1.4971315384233542e-7,1.3665288925448683e-7,1.1670834542107613e-7,1.1455421448038542e-7,9.899920464020595e-8,8.656075478066282e-8,1.4952335922577154e-8,2.030903361149161e-8,2.500733172690682e-8,2.8458906228987853e-8,3.040235121620093e-8,3.1018004819338644e-8,3.6666478388113725e-8,3.818521341148017e-8,3.869278406141582e-8,3.696659157326881e-8,3.416260315331315e-8,3.384585860639163e-8,3.146413905388258e-8,2.942120914929616e-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,5,4.092272758937222e-8,7.76301860904002e-8,1.2415718080256e-7,1.6548919680516927e-7,1.950533676417625e-7,2.0215226414943977e-7,3.23600850132704e-7,3.663939333274299e-7,4.0302409175316066e-7,3.9144328596642936e-7,4.17889723788054e-7,3.5328169347813623e-7,3.380711317162104e-7,3.1492031574960457e-7,2.022936667060346e-8,2.786219411503699e-8,3.5235944829472076e-8,4.0680363420840926e-8,4.4164846613767666e-8,4.49613460818779e-8,5.688592533594791e-8,6.053048267835223e-8,6.348417848197775e-8,6.256542863006929e-8,6.464439061419437e-8,5.943750444611014e-8,5.814388460674178e-8,5.6117761515370923e-08,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34,3,4.0460920337570736e-8,7.748236895368512e-8,1.248268246779179e-7,1.7029159547793033e-7,1.9696895601353185e-7,2.0662848951822102e-7,3.365691852577159e-7,3.7053777695576743e-7,3.9546214103281507e-7,3.652926063508752e-7,3.606174182882645e-7,3.2426221846969895e-7,2.85993833542907e-7,2.6052285194570866e-7,2.0114900033947657e-8,2.7835655004631223e-8,3.5330839882164974e-8,4.1266402251460004e-8,4.438118475362413e-8,4.5456406536177173e-08,5.8014583102674796e-8,6.087181424565621e-8,6.288578066882966e-8,6.043944129050791e-8,6.005142948242486e-8,5.6944026769249374e-8,5.3478391294326254e-8,5.1041439237712396e-8,3,3,3,3,3,3,3,3,3,3,3,3,3,3
35,7,3.60038647048017e-8,6.810430705023995e-8,1.094821965605948e-7,1.52079812276667e-7,1.708516573768943e-7,1.849470972863701e-7,2.7093741891769336e-7,3.0235709903554465e-7,3.4105116841307865e-7,3.221306943566745e-7,3.5280813213366026e-7,3.073255943971523e-7,2.881821703513376e-7,2.747329139314436e-7,1.8974684372816772e-8,2.609680192097107e-8,3.3088094015913766e-8,3.8997411744456454e-8,4.1334205856275295e-8,4.300547607995639e-8,5.205164924550358e-8,5.49870074686325e-8,5.8399586335271126e-8,5.675655859516806e-8,5.939765417368435e-8,5.543695467800809e-8,5.368260149725772e-8,5.2414970564853285e-8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
36,339,1.7131148290368746e-6,2.2002644908165487e-6,2.3389002379419697e-6,2.8551275449527426e-6,2.7230896704987366e-6,2.893617463363852e-6,2.956034543183543e-6,2.910304282873772e-6,2.665778639295939e-6,2.133606649024684e-6,1.7924263009336146e-6,1.8998371097302265e-6,1.776910257476777e-6,1.7508810004476492e-6,1.3088601258487764e-7,1.4833288545755956e-7,1.5293463433578314e-7,1.6897122669119565e-7,1.6501786783553887e-7,1.7010636270768509e-7,1.7193122296963815e-7,1.7059613954816717e-7,1.6327212374731759e-7,1.4606870469148016e-7,1.3388152601959744e-7,1.3783457874315237e-7,1.3330079735233306e-7,1.3232086005039603e-7,339,339,339,339,339,339,339,339,339,339,339,339,339,339
37,83,5.833747857811309e-7,8.37003991600239e-7,9.991795563641065e-7,1.2761141836563282e-6,1.2570542406937393e-6,1.3528057420189535e-6,1.4924839162680482e-6,1.4485339295738542e-6,1.3582728624167222e-6,1.1020523875856438e-6,9.211065697570179e-7,9.764160245610757e-7,8.973827296423393e-7,8.846140724389389e-7,7.637897523410032e-8,9.148792224114826e-8,9.99589694006549e-8,1.1296522401413313e-7,1.1211843027324899e-7,1.1631017762942991e-7,1.2216725896360482e-7,1.203550551316335e-7,1.165449639588396e-7,1.049786829592391e-7,9.597429706734079e-8,9.881376546620797e-8,9.47302871125354e-8,9.405392455601939e-8,83,83,83,83,83,83,83,83,83,83,83,83,83,83
38,32,3.0652805923883357e-7,4.5322859644325624e-7,5.603100681193669e-7,7.176546645021927e-7,7.153694140746791e-7,7.650717830495999e-7,8.423550653258218e-7,8.085373043850622e-7,7.53881822812343e-7,6.098776090039664e-7,4.984887432998779e-7,5.335629844548999e-7,4.845226657316617e-7,4.802703416257556e-7,5.536497622494148e-8,6.732225460003967e-8,7.48538621661813e-8,8.471450079544781e-8,8.457951371784299e-8,8.746838189023505e-8,9.177990331907207e-8,8.991870241418424e-8,8.682636827671322e-8,7.809466108537551e-8,7.060373526236964e-8,7.304539577926182e-8,6.960766234630075e-8,6.93015397827318e-8,32,32,32,32,32,32,32,32,32,32,32,32,32,32
